"","Reference","year","month","Season","BAY_SEGMENT","TGTaxaScore","PelagicTaxaScore","LRScore","PropBenthicScore","NumGuildsScore","PropSelectScore","BenthicTaxaScore","NumTaxaScore","SelecTaxaScore","Cumul_Score"
"2664","TBM2008020804","2008","02","Winter",3,10,10,0,7,10,3,3,4,4,57
"2665","TBM2008020805","2008","02","Winter",3,10,10,0,1,10,1,3,5,3,48
"2666","TBM2008020905","2008","02","Winter",3,10,10,0,3,7,10,2,2,6,56
"2667","TBM2008030406","2008","03","Winter",3,10,10,0,9,7,4,3,2,1,51
"2668","TBM2008030705","2008","03","Winter",3,10,10,0,3,7,3,2,3,1,43
"2669","TBM2008030707","2008","03","Winter",3,10,10,0,9,7,1,3,4,6,56
"2670","TBM2008120304","2008","12","Winter",3,10,10,0,0,10,1,4,8,3,51
"2671","TBM2008120305","2008","12","Winter",3,10,10,0,4,7,4,5,6,3,54
"2672","TBM2008120501","2008","12","Winter",3,10,10,0,1,7,2,2,4,4,44
"2673","TBM2008120503","2008","12","Winter",3,10,10,8,10,7,1,9,9,7,79
"2674","TBM2008120504","2008","12","Winter",3,10,10,0,1,7,5,1,4,4,47
"2675","TBM2008120505","2008","12","Winter",3,10,10,0,10,0,5,2,1,1,43
"2676","TBM2009010304","2009","01","Winter",3,10,10,5,10,7,0,4,4,3,59
"2677","TBM2009010705","2009","01","Winter",3,10,10,0,4,7,6,3,4,3,52
"2678","TBM2009010706","2009","01","Winter",3,10,10,0,4,7,3,3,3,4,49
"2679","TBM2009011004","2009","01","Winter",3,10,10,10,7,7,2,8,10,10,82
"2680","TBM2009011005","2009","01","Winter",3,10,10,0,10,3,0,3,1,0,41
"2681","TBM2009011302","2009","01","Winter",3,10,10,0,0,0,0,0,0,0,22
"2682","TBM2009020403","2009","02","Winter",3,10,10,0,1,7,2,2,4,1,41
"2683","TBM2009020603","2009","02","Winter",3,10,10,10,10,10,0,10,10,6,84
"2684","TBM2009020801","2009","02","Winter",3,10,10,0,2,10,8,3,5,4,58
"2685","TBM2009020803","2009","02","Winter",3,10,10,0,4,7,3,5,6,6,57
"2686","TBM2009021005","2009","02","Winter",3,10,10,0,7,7,6,4,5,6,61
"2687","TBM2009021007","2009","02","Winter",3,10,10,0,5,7,10,4,4,7,63
"2688","TBM2009030603","2009","03","Winter",3,10,10,2,10,7,1,7,5,3,61
"2689","TBM2009030604","2009","03","Winter",3,10,10,10,10,7,1,8,7,9,80
"2690","TBM2009031104","2009","03","Winter",3,10,10,0,2,7,7,3,4,1,49
"2691","TBM2009031202","2009","03","Winter",3,10,10,1,7,7,7,8,9,7,73
"2692","TBM2009031205","2009","03","Winter",3,10,10,0,6,7,2,6,6,3,56
"2693","TBM2009120501","2009","12","Winter",3,10,10,10,10,10,0,6,8,6,78
"2694","TBM2009120805","2009","12","Winter",3,10,10,0,4,3,0,2,1,0,33
"2695","TBM2009120904","2009","12","Winter",3,10,10,1,10,7,0,5,4,1,53
"2696","TBM2009120905","2009","12","Winter",3,10,10,0,6,7,0,5,5,3,51
"2697","TBM2010010103","2010","01","Winter",3,10,10,0,8,7,0,8,7,1,57
"2698","TBM2010010104","2010","01","Winter",3,10,10,2,10,7,1,10,9,10,77
"2699","TBM2010010401","2010","01","Winter",3,10,10,1,9,10,1,8,7,4,67
"2700","TBM2010010402","2010","01","Winter",3,10,10,0,4,10,1,3,6,3,52
"2701","TBM2010020802","2010","02","Winter",3,10,10,6,10,10,4,9,9,9,86
"2702","TBM2010020804","2010","02","Winter",3,10,10,0,10,3,0,2,1,0,40
"2703","TBM2010020805","2010","02","Winter",3,10,10,0,2,3,8,3,4,4,49
"2704","TBM2010020806","2010","02","Winter",3,10,10,0,9,7,3,4,4,6,59
"2705","TBM2010021102","2010","02","Winter",3,10,10,6,10,10,1,6,5,7,72
"2706","TBM2010021205","2010","02","Winter",3,10,10,0,6,7,3,1,1,1,43
"2707","TBM2010030203","2010","03","Winter",3,10,10,0,10,3,3,3,1,1,46
"2708","TBM2010030204","2010","03","Winter",3,10,10,0,3,3,0,1,1,0,31
"2709","TBM2010030206","2010","03","Winter",3,10,10,0,10,0,10,1,0,1,47
"2710","TBM2010030805","2010","03","Winter",3,10,10,0,0,3,10,3,2,4,47
"2711","TBM2010031003","2010","03","Winter",3,10,10,0,8,7,8,3,3,4,59
"2712","TBM2010120606","2010","12","Winter",3,10,10,0,1,7,5,3,4,6,51
"2713","TBM2010120701","2010","12","Winter",3,10,10,0,5,7,4,3,4,4,52
"2714","TBM2010120702","2010","12","Winter",3,10,10,0,5,7,0,3,4,0,43
"2715","TBM2010120704","2010","12","Winter",3,10,10,0,7,10,1,3,4,1,51
"2716","TBM2010121304","2010","12","Winter",3,10,10,0,10,7,10,3,4,7,68
"2717","TBM2010121305","2010","12","Winter",3,10,10,0,9,7,9,5,6,6,69
"2718","TBM2011010205","2011","01","Winter",3,10,10,0,7,3,7,1,1,1,44
"2719","TBM2011011002","2011","01","Winter",3,10,10,0,8,7,9,4,4,7,66
"2720","TBM2011011003","2011","01","Winter",3,10,10,0,10,3,9,3,1,1,52
"2721","TBM2011011004","2011","01","Winter",3,10,10,0,6,0,1,1,1,1,33
"2722","TBM2011011005","2011","01","Winter",3,10,10,0,10,0,10,1,0,1,47
"2723","TBM2011020103","2011","02","Winter",3,10,10,0,7,7,9,3,3,4,59
"2724","TBM2011020104","2011","02","Winter",3,10,10,0,5,0,0,1,1,0,30
"2725","TBM2011020702","2011","02","Winter",3,10,10,0,10,3,3,6,4,3,54
"2726","TBM2011020806","2011","02","Winter",3,10,10,0,9,7,8,3,3,4,60
"2727","TBM2011030206","2011","03","Winter",3,10,10,0,2,7,3,3,6,4,50
"2728","TBM2011030207","2011","03","Winter",3,10,10,1,7,10,2,8,9,7,71
"2729","TBM2011030501","2011","03","Winter",3,10,10,0,5,7,8,3,3,4,56
"2730","TBM2011030502","2011","03","Winter",3,10,10,0,1,7,0,2,3,1,38
"2731","TBM2011120201","2011","12","Winter",3,10,10,1,8,10,0,3,3,0,50
"2732","TBM2011120202","2011","12","Winter",3,10,10,10,8,10,1,8,10,9,84
"2733","TBM2011120203","2011","12","Winter",3,10,10,6,9,7,1,6,6,3,64
"2734","TBM2011120205","2011","12","Winter",3,10,10,6,7,7,3,8,9,9,77
"2735","TBM2011120802","2011","12","Winter",3,10,10,4,10,10,5,8,7,9,81
"2736","TBM2011120803","2011","12","Winter",3,10,10,1,5,10,5,5,7,6,66
"2737","TBM2011120804","2011","12","Winter",3,10,10,0,6,10,4,10,10,10,78
"2738","TBM2011121206","2011","12","Winter",3,10,10,0,4,7,2,2,2,1,42
"2739","TBM2012010204","2012","01","Winter",3,10,10,1,2,7,3,6,7,6,58
"2740","TBM2012010405","2012","01","Winter",3,10,10,0,0,3,0,0,1,0,27
"2741","TBM2012010902","2012","01","Winter",3,10,10,0,10,10,0,8,10,10,76
"2742","TBM2012010904","2012","01","Winter",3,10,10,0,0,0,0,0,0,0,22
"2743","TBM2012010905","2012","01","Winter",3,10,10,0,1,7,0,3,5,3,43
"2744","TBM2012010906","2012","01","Winter",3,10,10,0,1,3,8,2,4,3,46
"2745","TBM2012011301","2012","01","Winter",3,10,10,4,6,7,2,3,5,6,59
"2746","TBM2012020405","2012","02","Winter",3,10,10,0,9,10,4,8,9,6,73
"2747","TBM2012021102","2012","02","Winter",3,10,10,9,10,10,0,5,6,3,70
"2748","TBM2012021103","2012","02","Winter",3,10,10,7,5,10,1,4,8,4,66
"2749","TBM2012021204","2012","02","Winter",3,10,10,0,3,3,8,3,4,4,50
"2750","TBM2012030201","2012","03","Winter",3,10,10,1,4,7,6,7,7,7,66
"2751","TBM2012030206","2012","03","Winter",3,10,10,0,7,7,2,2,2,3,48
"2752","TBM2012030804","2012","03","Winter",3,10,10,0,7,7,2,3,4,1,49
"2753","TBM2012030901","2012","03","Winter",3,10,10,10,9,10,1,8,10,7,83
"2754","TBM2012030902","2012","03","Winter",3,10,10,6,8,10,2,10,10,10,84
"2755","TBM2012030904","2012","03","Winter",3,10,10,2,6,10,2,5,7,6,64
"2756","TBM2012030905","2012","03","Winter",3,10,10,10,9,7,1,8,9,9,81
"2757","TBM2012120201","2012","12","Winter",3,10,10,10,7,7,0,6,9,7,73
"2758","TBM2012120407","2012","12","Winter",3,10,10,7,10,7,1,7,6,7,72
"2759","TBM2012120606","2012","12","Winter",3,10,10,4,8,7,3,6,6,7,68
"2760","TBM2012120905","2012","12","Winter",3,10,10,0,8,10,1,9,10,10,76
"2761","TBM2013010701","2013","01","Winter",3,10,10,1,9,10,1,5,5,4,61
"2762","TBM2013010704","2013","01","Winter",3,10,10,0,1,7,6,1,2,4,46
"2763","TBM2013010706","2013","01","Winter",3,10,10,10,8,7,1,5,9,6,73
"2764","TBM2013010707","2013","01","Winter",3,10,10,10,9,10,0,3,5,1,64
"2765","TBM2013020306","2013","02","Winter",3,10,10,0,4,3,6,2,4,4,48
"2766","TBM2013020307","2013","02","Winter",3,10,10,2,6,7,3,5,6,4,59
"2767","TBM2013021004","2013","02","Winter",3,10,10,0,9,10,1,4,4,3,57
"2768","TBM2013021006","2013","02","Winter",3,10,10,0,4,7,6,5,5,6,59
"2769","TBM2013021103","2013","02","Winter",3,10,10,10,10,10,0,3,6,4,70
"2770","TBM2013030205","2013","03","Winter",3,10,10,0,1,3,8,1,1,3,41
"2771","TBM2013030206","2013","03","Winter",3,10,10,3,6,10,2,3,6,4,60
"2772","TBM2013030406","2013","03","Winter",3,10,10,0,7,7,7,4,4,6,61
"2773","TBM2013030407","2013","03","Winter",3,10,10,0,10,3,10,1,1,1,51
"2774","TBM2013030408","2013","03","Winter",3,10,10,0,3,7,9,3,4,4,56
"2775","TBM2013030701","2013","03","Winter",3,10,10,10,9,10,1,10,10,7,86
"2776","TBM2013031201","2013","03","Winter",3,10,10,0,3,7,1,2,2,3,42
"2777","TBM2013120101","2013","12","Winter",3,10,10,0,1,7,9,3,4,3,52
"2778","TBM2013120104","2013","12","Winter",3,10,10,2,8,7,2,3,5,4,57
"2779","TBM2013120105","2013","12","Winter",3,10,10,0,10,3,4,3,1,3,49
"2780","TBM2013120106","2013","12","Winter",3,10,10,10,9,7,1,7,8,9,79
"2781","TBM2013120107","2013","12","Winter",3,10,10,2,9,7,3,5,4,6,62
"2782","TBM2013121101","2013","12","Winter",3,10,10,6,10,7,0,6,4,3,62
"2783","TBM2013121103","2013","12","Winter",3,10,10,10,9,10,0,7,7,6,77
"2784","TBM2014010205","2014","01","Winter",3,10,10,0,0,3,3,0,1,1,31
"2785","TBM2014010503","2014","01","Winter",3,10,10,0,2,7,1,2,1,1,38
"2786","TBM2014010504","2014","01","Winter",3,10,10,0,10,3,0,3,2,0,42
"2787","TBM2014010606","2014","01","Winter",3,10,10,0,0,0,10,0,0,1,34
"2788","TBM2014020105","2014","02","Winter",3,10,10,4,6,7,5,6,8,7,70
"2789","TBM2014020106","2014","02","Winter",3,10,10,4,2,7,8,7,8,6,69
"2790","TBM2014020504","2014","02","Winter",3,10,10,0,5,7,3,3,5,4,52
"2791","TBM2014030803","2014","03","Winter",3,10,10,0,5,7,5,3,3,6,54
"2792","TBM2014030806","2014","03","Winter",3,10,10,0,8,3,0,2,1,0,38
"2793","TBM2014031001","2014","03","Winter",3,10,10,0,9,7,10,4,5,9,71
"2794","TBM2014031002","2014","03","Winter",3,10,10,0,8,7,7,6,8,10,73
"2795","TBM2014031006","2014","03","Winter",3,10,10,0,3,7,9,4,5,7,61
"2796","TBM2014031007","2014","03","Winter",3,10,10,0,9,7,9,4,4,6,66
"2797","TBM2014120703","2014","12","Winter",3,10,10,0,8,7,10,8,7,10,78
"2798","TBM2014120704","2014","12","Winter",3,10,10,0,8,7,8,6,6,6,68
"2799","TBM2014120706","2014","12","Winter",3,10,10,0,3,7,2,3,5,6,51
"2800","TBM2014120707","2014","12","Winter",3,10,10,0,10,7,10,4,5,4,67
"2801","TBM2015010101","2015","01","Winter",3,10,10,0,10,7,2,3,2,1,50
"2802","TBM2015010102","2015","01","Winter",3,10,10,0,0,3,10,0,1,1,39
"2803","TBM2015010601","2015","01","Winter",3,10,10,0,10,7,6,7,5,4,66
"2804","TBM2015010604","2015","01","Winter",3,10,10,10,10,7,0,9,10,10,84
"2805","TBM2015010906","2015","01","Winter",3,10,10,1,8,7,3,8,9,9,72
"2806","TBM2015020508","2015","02","Winter",3,10,10,2,7,7,1,3,3,1,49
"2807","TBM2015021201","2015","02","Winter",3,10,10,0,10,7,4,5,4,3,59
"2808","TBM2015021202","2015","02","Winter",3,10,10,0,2,3,10,1,1,3,44
"2809","TBM2015021206","2015","02","Winter",3,10,10,0,10,3,2,3,1,1,44
"2810","TBM2015030701","2015","03","Winter",3,10,10,0,1,7,10,4,4,3,54
"2811","TBM2015030702","2015","03","Winter",3,10,10,0,10,7,8,3,1,3,58
"2812","TBM2015030907","2015","03","Winter",3,10,10,6,10,7,4,8,9,10,82
"2813","TBM2015031102","2015","03","Winter",3,10,10,0,3,7,9,3,4,4,56
"2814","TBM2015121008","2015","12","Winter",3,10,10,0,10,3,1,4,3,1,47
"2815","TBM1998101412","1998","10","Fall",4,10,10,1,7,0,4,3,4,6,50
"2816","TBM1998101414","1998","10","Fall",4,10,10,6,10,0,1,8,6,3,60
"2817","TBM1998110603","1998","11","Fall",4,10,10,2,10,10,5,10,8,7,80
"2818","TBM1998110613","1998","11","Fall",4,10,10,4,10,0,0,1,1,4,44
"2819","TBM1998110614","1998","11","Fall",4,10,10,3,10,0,0,4,3,2,47
"2820","TBM1999100408","1999","10","Fall",4,10,10,10,10,0,0,10,10,10,78
"2821","TBM1999102101","1999","10","Fall",4,10,10,1,9,0,6,2,1,2,46
"2822","TBM1999102103","1999","10","Fall",4,10,10,0,9,0,8,7,6,6,62
"2823","TBM1999110408","1999","11","Fall",4,10,10,1,9,0,1,6,4,4,50
"2824","TBM2000112001","2000","11","Fall",4,10,10,0,4,5,8,3,3,7,56
"2825","TBM2000112002","2000","11","Fall",4,10,10,2,10,0,1,5,2,2,47
"2826","TBM2001100803","2001","10","Fall",4,10,10,0,3,5,3,3,6,3,48
"2827","TBM2001110604","2001","11","Fall",4,10,10,0,5,5,8,2,2,4,51
"2828","TBM2002101302","2002","10","Fall",4,10,10,0,0,0,1,4,3,4,36
"2829","TBM2002101303","2002","10","Fall",4,10,10,1,10,0,3,8,7,4,59
"2830","TBM2002101602","2002","10","Fall",4,10,10,1,8,10,1,8,9,7,71
"2831","TBM2002110101","2002","11","Fall",4,10,10,2,0,5,1,5,6,6,50
"2832","TBM2003100303","2003","10","Fall",4,10,10,2,9,0,2,7,6,2,53
"2833","TBM2003101803","2003","10","Fall",4,10,10,0,6,0,10,2,2,2,47
"2834","TBM2003111104","2003","11","Fall",4,10,10,0,7,0,2,5,5,6,50
"2835","TBM2003111105","2003","11","Fall",4,10,10,1,9,0,3,8,7,9,63
"2836","TBM2004101401","2004","10","Fall",4,10,10,0,0,0,2,0,0,2,27
"2837","TBM2004101405","2004","10","Fall",4,10,10,2,10,0,2,4,1,3,47
"2838","TBM2004110103","2004","11","Fall",4,10,10,0,9,0,2,4,3,2,44
"2839","TBM2005100403","2005","10","Fall",4,10,10,1,10,0,0,2,1,1,39
"2840","TBM2005100404","2005","10","Fall",4,10,10,1,9,0,2,2,2,6,47
"2841","TBM2005101002","2005","10","Fall",4,10,10,0,10,0,10,0,0,0,44
"2842","TBM2005111001","2005","11","Fall",4,10,10,0,9,0,10,2,2,3,51
"2843","TBM2006100402","2006","10","Fall",4,10,10,4,10,0,1,2,1,3,46
"2844","TBM2006100403","2006","10","Fall",4,10,10,8,10,0,1,4,2,2,52
"2845","TBM2006110802","2006","11","Fall",4,10,10,1,9,5,2,8,8,6,66
"2846","TBM2006110804","2006","11","Fall",4,10,10,0,7,0,5,2,1,2,41
"2847","TBM2006110807","2006","11","Fall",4,10,10,0,10,0,3,4,3,6,51
"2848","TBM2007100303","2007","10","Fall",4,10,10,6,9,10,0,10,10,10,83
"2849","TBM2007100702","2007","10","Fall",4,10,10,10,10,5,0,5,6,7,70
"2850","TBM2007100703","2007","10","Fall",4,10,10,0,3,0,10,1,1,4,43
"2851","TBM2007110907","2007","11","Fall",4,10,10,5,10,0,0,2,2,2,46
"2852","TBM2008110803","2008","11","Fall",4,10,10,10,10,5,0,8,7,6,73
"2853","TBM2008110804","2008","11","Fall",4,10,10,0,8,0,10,8,6,6,64
"2854","TBM2009100505","2009","10","Fall",4,10,10,2,0,5,0,5,4,3,43
"2855","TBM2009101307","2009","10","Fall",4,10,10,1,9,0,1,7,6,6,56
"2856","TBM2009110503","2009","11","Fall",4,10,10,1,6,5,2,6,6,2,53
"2857","TBM2009111501","2009","11","Fall",4,10,10,0,9,5,3,1,0,1,43
"2858","TBM2009111503","2009","11","Fall",4,10,10,1,9,0,2,2,3,4,46
"2859","TBM2010100807","2010","10","Fall",4,10,10,3,9,0,0,0,0,3,39
"2860","TBM2010101005","2010","10","Fall",4,10,10,6,10,0,0,4,3,2,50
"2861","TBM2010101006","2010","10","Fall",4,10,10,2,9,0,1,2,1,2,41
"2862","TBM2010101204","2010","10","Fall",4,10,10,6,10,0,0,3,3,3,50
"2863","TBM2010101205","2010","10","Fall",4,10,10,10,10,10,0,10,10,10,89
"2864","TBM2010110403","2010","11","Fall",4,10,10,1,8,0,1,2,1,2,39
"2865","TBM2010110405","2010","11","Fall",4,10,10,0,8,0,4,1,0,2,39
"2866","TBM2010110607","2010","11","Fall",4,10,10,3,10,0,1,2,1,2,43
"2867","TBM2010111205","2010","11","Fall",4,10,10,0,6,5,4,6,5,2,53
"2868","TBM2011100406","2011","10","Fall",4,10,10,7,10,5,0,5,5,7,66
"2869","TBM2011100504","2011","10","Fall",4,10,10,3,8,5,0,5,4,4,54
"2870","TBM2011100505","2011","10","Fall",4,10,10,6,10,0,0,5,4,6,57
"2871","TBM2011101403","2011","10","Fall",4,10,10,3,9,0,1,8,8,6,61
"2872","TBM2011101404","2011","10","Fall",4,10,10,2,9,0,2,5,6,9,59
"2873","TBM2011110404","2011","11","Fall",4,10,10,0,6,0,4,8,6,3,52
"2874","TBM2011110902","2011","11","Fall",4,10,10,0,9,0,1,0,0,0,33
"2875","TBM2012101101","2012","10","Fall",4,10,10,0,8,0,3,2,2,3,42
"2876","TBM2012111006","2012","11","Fall",4,10,10,3,9,0,1,7,8,10,64
"2877","TBM2013100104","2013","10","Fall",4,10,10,1,7,0,3,2,2,4,43
"2878","TBM2013101005","2013","10","Fall",4,10,10,2,8,0,1,1,2,7,46
"2879","TBM2013110306","2013","11","Fall",4,10,10,0,7,0,2,0,0,0,32
"2880","TBM2014101203","2014","10","Fall",4,10,10,4,10,0,0,5,4,7,56
"2881","TBM2014101404","2014","10","Fall",4,10,10,0,10,0,0,2,1,0,37
"2882","TBM2014110204","2014","11","Fall",4,10,10,0,9,0,4,2,1,3,43
"2883","TBM2015101202","2015","10","Fall",4,10,10,6,9,5,0,5,6,4,61
"2884","TBM2015101305","2015","10","Fall",4,10,10,1,8,0,2,5,4,4,49
"2885","TBM2015101306","2015","10","Fall",4,10,10,9,10,0,0,8,6,6,66
"2886","TBM2015110201","2015","11","Fall",4,10,10,5,10,5,1,10,10,6,74
"2887","TBM1998041406","1998","04","Spring",4,10,10,0,9,5,3,8,10,10,72
"2888","TBM1998042103","1998","04","Spring",4,10,10,1,7,5,3,8,9,10,70
"2889","TBM1998042104","1998","04","Spring",4,10,10,0,7,5,4,4,4,5,54
"2890","TBM1998052010","1998","05","Spring",4,10,10,1,6,5,6,6,9,7,67
"2891","TBM1998052014","1998","05","Spring",4,10,10,3,9,5,5,8,10,8,76
"2892","TBM1998052018","1998","05","Spring",4,10,10,1,9,5,6,4,4,5,60
"2893","TBM1998052201","1998","05","Spring",4,10,10,0,7,5,5,5,8,8,64
"2894","TBM1999040108","1999","04","Spring",4,10,10,3,7,10,8,9,10,10,86
"2895","TBM1999040605","1999","04","Spring",4,10,10,0,6,5,7,3,5,5,57
"2896","TBM1999042003","1999","04","Spring",4,10,10,3,10,5,0,2,1,0,46
"2897","TBM1999051101","1999","05","Spring",4,10,10,3,8,10,4,5,9,10,77
"2898","TBM1999051202","1999","05","Spring",4,10,10,0,3,5,0,2,4,0,38
"2899","TBM1999051811","1999","05","Spring",4,10,10,6,10,5,0,3,2,2,53
"2900","TBM2000040510","2000","04","Spring",4,10,10,0,10,5,10,3,2,3,59
"2901","TBM2000040708","2000","04","Spring",4,10,10,0,6,5,2,3,2,2,44
"2902","TBM2000050911","2000","05","Spring",4,10,10,1,8,5,0,4,4,2,49
"2903","TBM2001041306","2001","04","Spring",4,10,10,1,8,10,2,5,7,8,68
"2904","TBM2001041407","2001","04","Spring",4,10,10,0,10,5,10,2,2,3,58
"2905","TBM2001050604","2001","05","Spring",4,10,10,1,10,5,2,2,2,2,49
"2906","TBM2001050901","2001","05","Spring",4,10,10,1,9,10,4,2,2,3,57
"2907","TBM2001050902","2001","05","Spring",4,10,10,2,9,5,2,8,7,8,68
"2908","TBM2001051101","2001","05","Spring",4,10,10,4,10,5,1,6,6,5,63
"2909","TBM2002040604","2002","04","Spring",4,10,10,0,6,5,2,2,2,2,43
"2910","TBM2002040607","2002","04","Spring",4,10,10,0,10,5,4,2,1,2,49
"2911","TBM2002050304","2002","05","Spring",4,10,10,2,9,5,5,5,7,3,62
"2912","TBM2003040304","2003","04","Spring",4,10,10,1,5,5,1,2,2,0,40
"2913","TBM2003040307","2003","04","Spring",4,10,10,1,9,10,2,10,10,10,80
"2914","TBM2003040308","2003","04","Spring",4,10,10,0,8,5,7,3,4,5,58
"2915","TBM2003050204","2003","05","Spring",4,10,10,0,10,5,2,4,5,7,59
"2916","TBM2003050604","2003","05","Spring",4,10,10,1,10,5,9,7,6,7,72
"2917","TBM2003050605","2003","05","Spring",4,10,10,0,8,5,5,5,5,5,59
"2918","TBM2004040602","2004","04","Spring",4,10,10,0,0,5,0,1,2,3,34
"2919","TBM2004040804","2004","04","Spring",4,10,10,10,9,5,1,4,6,10,72
"2920","TBM2004050401","2004","05","Spring",4,10,10,1,1,10,0,6,7,3,53
"2921","TBM2004051202","2004","05","Spring",4,10,10,0,0,0,10,0,1,3,38
"2922","TBM2004051205","2004","05","Spring",4,10,10,2,9,5,1,7,8,5,63
"2923","TBM2004051206","2004","05","Spring",4,10,10,0,1,0,1,0,1,2,28
"2924","TBM2005040105","2005","04","Spring",4,10,10,0,7,5,5,4,4,7,58
"2925","TBM2005040401","2005","04","Spring",4,10,10,0,9,5,9,4,5,3,61
"2926","TBM2005040404","2005","04","Spring",4,10,10,2,10,5,2,2,2,2,50
"2927","TBM2005051102","2005","05","Spring",4,10,10,6,8,5,2,5,7,10,70
"2928","TBM2006050803","2006","05","Spring",4,10,10,1,10,5,1,1,0,2,44
"2929","TBM2006050806","2006","05","Spring",4,10,10,2,10,0,1,0,0,2,39
"2930","TBM2007040804","2007","04","Spring",4,10,10,0,7,5,7,2,2,0,48
"2931","TBM2007040805","2007","04","Spring",4,10,10,0,8,5,7,3,3,5,57
"2932","TBM2007040906","2007","04","Spring",4,10,10,8,10,5,0,8,8,7,73
"2933","TBM2007050302","2007","05","Spring",4,10,10,1,9,5,2,3,2,2,49
"2934","TBM2007050903","2007","05","Spring",4,10,10,0,0,0,10,0,0,0,33
"2935","TBM2007050904","2007","05","Spring",4,10,10,2,8,5,1,2,3,2,48
"2936","TBM2007050905","2007","05","Spring",4,10,10,1,10,5,0,2,2,2,47
"2937","TBM2007050906","2007","05","Spring",4,10,10,1,10,5,5,2,1,2,51
"2938","TBM2008050503","2008","05","Spring",4,10,10,1,9,5,0,0,0,0,39
"2939","TBM2008051105","2008","05","Spring",4,10,10,9,10,5,0,1,0,3,53
"2940","TBM2008051506","2008","05","Spring",4,10,10,2,9,10,2,4,5,7,66
"2941","TBM2009040901","2009","04","Spring",4,10,10,2,10,5,0,2,1,0,44
"2942","TBM2009040905","2009","04","Spring",4,10,10,0,5,5,0,1,1,0,36
"2943","TBM2009050204","2009","05","Spring",4,10,10,0,8,5,3,2,2,2,47
"2944","TBM2009050207","2009","05","Spring",4,10,10,1,10,5,1,10,10,5,69
"2945","TBM2009050706","2009","05","Spring",4,10,10,0,4,5,10,1,1,7,53
"2946","TBM2009050707","2009","05","Spring",4,10,10,7,9,5,0,2,2,2,52
"2947","TBM2010040605","2010","04","Spring",4,10,10,8,10,0,1,1,0,2,47
"2948","TBM2010040606","2010","04","Spring",4,10,10,6,9,5,1,7,8,10,73
"2949","TBM2010050403","2010","05","Spring",4,10,10,5,9,10,0,6,7,5,69
"2950","TBM2010050404","2010","05","Spring",4,10,10,2,10,5,2,5,5,10,66
"2951","TBM2010050804","2010","05","Spring",4,10,10,0,9,5,0,1,0,0,39
"2952","TBM2011040901","2011","04","Spring",4,10,10,0,10,5,6,3,2,0,51
"2953","TBM2011040902","2011","04","Spring",4,10,10,3,10,5,0,5,5,5,59
"2954","TBM2011040903","2011","04","Spring",4,10,10,10,10,5,0,2,2,2,57
"2955","TBM2011050301","2011","05","Spring",4,10,10,1,10,5,1,3,2,0,47
"2956","TBM2011050302","2011","05","Spring",4,10,10,1,9,5,0,4,3,0,47
"2957","TBM2011050403","2011","05","Spring",4,10,10,2,9,10,2,2,3,3,57
"2958","TBM2011050406","2011","05","Spring",4,10,10,1,8,10,2,5,6,7,66
"2959","TBM2012040701","2012","04","Spring",4,10,10,5,9,5,3,5,5,5,63
"2960","TBM2012040704","2012","04","Spring",4,10,10,0,0,10,0,1,3,2,40
"2961","TBM2012050704","2012","05","Spring",4,10,10,2,10,10,1,4,4,5,62
"2962","TBM2013040602","2013","04","Spring",4,10,10,4,9,5,4,2,2,5,57
"2963","TBM2013040603","2013","04","Spring",4,10,10,1,9,5,1,3,4,3,51
"2964","TBM2013040604","2013","04","Spring",4,10,10,7,10,5,0,5,5,5,63
"2965","TBM2013040605","2013","04","Spring",4,10,10,10,9,5,2,5,6,8,72
"2966","TBM2013051104","2013","05","Spring",4,10,10,5,10,5,2,8,8,10,76
"2967","TBM2013051202","2013","05","Spring",4,10,10,7,10,10,1,10,10,7,83
"2968","TBM2013051205","2013","05","Spring",4,10,10,1,9,10,2,5,5,3,61
"2969","TBM2014040402","2014","04","Spring",4,10,10,2,7,5,3,2,2,3,49
"2970","TBM2014040405","2014","04","Spring",4,10,10,0,0,0,10,0,0,2,36
"2971","TBM2014050106","2014","05","Spring",4,10,10,10,10,10,1,10,10,10,90
"2972","TBM2014050702","2014","05","Spring",4,10,10,3,10,5,1,5,4,3,57
"2973","TBM2014050704","2014","05","Spring",4,10,10,0,9,5,3,5,7,8,63
"2974","TBM2014051004","2014","05","Spring",4,10,10,10,10,5,1,4,4,5,66
"2975","TBM2015040601","2015","04","Spring",4,10,10,0,10,10,2,8,6,5,68
"2976","TBM2015041201","2015","04","Spring",4,10,10,0,5,5,1,2,1,0,38
"2977","TBM2015041203","2015","04","Spring",4,10,10,0,9,5,3,3,5,5,56
"2978","TBM2015050203","2015","05","Spring",4,10,10,1,6,5,1,2,4,3,47
"2979","TBM2015051302","2015","05","Spring",4,10,10,3,10,10,2,10,10,10,83
"2980","TBM2015051505","2015","05","Spring",4,10,10,10,10,5,1,3,3,5,63
"2981","TBM1998061203","1998","06","Summer",4,10,10,1,5,5,3,2,3,3,47
"2982","TBM1998081212","1998","08","Summer",4,10,10,2,10,5,1,5,4,3,56
"2983","TBM1998081802","1998","08","Summer",4,10,10,3,10,5,0,1,1,1,46
"2984","TBM1998090811","1998","09","Summer",4,10,10,4,10,5,0,2,1,3,50
"2985","TBM1998091510","1998","09","Summer",4,10,10,0,3,10,10,5,5,6,66
