"","Reference","year","month","Season","BAY_SEGMENT","LRScore","PropESScore","PropFacScore","PropMSScore","PropSelectScore","PropTSScore","ESTaxaScore","SelecTaxaScore","Cumul_Score"
"1039","TBM2010071105","2010","07","Summer",3,4,1,0,9,1,6,5,2,35
"1040","TBM2010080707","2010","08","Summer",3,1,1,7,9,3,9,3,3,45
"1041","TBM2010080708","2010","08","Summer",3,4,2,5,8,1,8,6,4,48
"1042","TBM2010081107","2010","08","Summer",3,1,2,7,9,6,8,1,6,50
"1043","TBM2010081108","2010","08","Summer",3,10,9,0,2,2,8,10,10,64
"1044","TBM2010090207","2010","09","Summer",3,3,9,0,2,4,6,9,6,49
"1045","TBM2010091203","2010","09","Summer",3,1,3,7,7,0,9,4,0,39
"1046","TBM2010091204","2010","09","Summer",3,0,1,8,9,2,10,1,2,41
"1047","TBM2010091205","2010","09","Summer",3,0,3,3,7,2,9,1,2,34
"1048","TBM2011061306","2011","06","Summer",3,4,2,6,8,1,6,4,4,44
"1049","TBM2011061307","2011","06","Summer",3,2,1,7,9,1,7,2,2,39
"1050","TBM2011061406","2011","06","Summer",3,10,0,1,10,1,2,1,4,36
"1051","TBM2011061407","2011","06","Summer",3,0,4,5,6,10,4,1,4,43
"1052","TBM2011061503","2011","06","Summer",3,4,3,1,7,0,5,4,0,30
"1053","TBM2011061504","2011","06","Summer",3,1,5,3,5,0,3,1,0,23
"1054","TBM2011070103","2011","07","Summer",3,0,8,0,3,5,9,10,10,56
"1055","TBM2011070104","2011","07","Summer",3,9,3,1,7,1,3,7,4,44
"1056","TBM2011070105","2011","07","Summer",3,3,2,4,8,3,8,6,4,48
"1057","TBM2011070106","2011","07","Summer",3,2,1,8,9,0,7,1,0,35
"1058","TBM2011070702","2011","07","Summer",3,7,1,0,9,0,3,2,0,28
"1059","TBM2011071107","2011","07","Summer",3,10,2,9,8,0,10,4,8,64
"1060","TBM2011080103","2011","08","Summer",3,0,2,7,8,3,9,1,4,43
"1061","TBM2011080106","2011","08","Summer",3,9,4,1,6,3,7,8,6,55
"1062","TBM2011080402","2011","08","Summer",3,10,1,6,9,0,8,5,2,51
"1063","TBM2011080403","2011","08","Summer",3,3,2,6,8,0,6,2,0,34
"1064","TBM2011080407","2011","08","Summer",3,0,10,0,0,0,10,10,10,50
"1065","TBM2011081001","2011","08","Summer",3,10,2,1,8,0,4,5,2,40
"1066","TBM2011081002","2011","08","Summer",3,3,0,3,10,0,3,0,0,24
"1067","TBM2011081003","2011","08","Summer",3,10,1,1,9,0,3,5,2,39
"1068","TBM2011091404","2011","09","Summer",3,10,1,1,9,0,3,2,0,33
"1069","TBM2011091405","2011","09","Summer",3,0,4,7,6,0,10,1,0,35
"1070","TBM2011094311","2011","09","Summer",3,9,4,2,6,1,6,7,8,54
"1071","TBM2011094312","2011","09","Summer",3,9,2,1,8,6,8,7,10,64
"1072","TBM2012060801","2012","06","Summer",3,0,3,6,7,1,7,2,2,35
"1073","TBM2012060802","2012","06","Summer",3,0,2,10,8,3,10,1,2,45
"1074","TBM2012060803","2012","06","Summer",3,4,0,2,9,0,2,0,0,21
"1075","TBM2012060804","2012","06","Summer",3,0,5,7,5,2,9,4,2,43
"1076","TBM2012070501","2012","07","Summer",3,1,2,5,8,3,6,2,4,39
"1077","TBM2012070502","2012","07","Summer",3,0,0,10,10,0,10,0,0,38
"1078","TBM2012070602","2012","07","Summer",3,1,5,4,5,1,9,6,2,41
"1079","TBM2012070604","2012","07","Summer",3,0,2,5,8,3,10,1,2,39
"1080","TBM2012080203","2012","08","Summer",3,0,2,7,8,10,7,2,6,53
"1081","TBM2012080204","2012","08","Summer",3,0,5,4,5,3,10,4,2,41
"1082","TBM2012080501","2012","08","Summer",3,4,3,0,7,4,5,6,8,46
"1083","TBM2012080802","2012","08","Summer",3,1,3,5,7,1,9,4,2,40
"1084","TBM2012080803","2012","08","Summer",3,0,1,3,9,0,10,1,0,30
"1085","TBM2012090503","2012","09","Summer",3,3,8,1,2,3,10,8,8,54
"1086","TBM2012090504","2012","09","Summer",3,2,0,1,10,0,4,0,0,21
"1087","TBM2012090505","2012","09","Summer",3,1,10,0,0,1,10,6,9,46
"1088","TBM2012091403","2012","09","Summer",3,1,7,2,3,1,10,6,4,43
"1089","TBM2012091405","2012","09","Summer",3,3,1,4,9,0,5,1,0,29
"1090","TBM2013060703","2013","06","Summer",3,1,6,2,4,0,3,3,0,24
"1091","TBM2013061107","2013","06","Summer",3,0,6,0,5,9,6,6,9,51
"1092","TBM2013061108","2013","06","Summer",3,0,0,10,10,10,10,0,2,53
"1093","TBM2013061109","2013","06","Summer",3,0,0,9,10,6,10,0,2,46
"1094","TBM2013061401","2013","06","Summer",3,0,10,0,0,0,0,1,0,14
"1095","TBM2013070304","2013","07","Summer",3,0,0,5,10,10,8,0,8,51
"1096","TBM2013070308","2013","07","Summer",3,9,10,0,0,0,10,10,6,56
"1097","TBM2013070309","2013","07","Summer",3,0,3,9,7,0,10,1,0,38
"1098","TBM2013071004","2013","07","Summer",3,0,0,0,10,0,10,0,0,25
"1099","TBM2013071005","2013","07","Summer",3,0,10,1,0,0,0,1,0,15
"1100","TBM2013080304","2013","08","Summer",3,0,10,0,0,0,10,3,2,31
"1101","TBM2013080801","2013","08","Summer",3,0,2,8,8,1,9,4,2,43
"1102","TBM2013080802","2013","08","Summer",3,1,2,8,8,1,8,2,2,40
"1103","TBM2013080803","2013","08","Summer",3,0,2,7,8,0,8,1,0,33
"1104","TBM2013080804","2013","08","Summer",3,0,5,3,5,2,9,10,6,50
"1105","TBM2013080805","2013","08","Summer",3,0,1,5,9,6,10,3,6,50
"1106","TBM2013081105","2013","08","Summer",3,1,6,2,4,2,9,1,2,34
"1107","TBM2013090401","2013","09","Summer",3,0,2,1,8,8,9,5,8,51
"1108","TBM2013090404","2013","09","Summer",3,2,8,1,2,1,9,5,6,43
"1109","TBM2013090405","2013","09","Summer",3,1,2,6,8,4,9,5,6,51
"1110","TBM2013090407","2013","09","Summer",3,0,4,1,6,8,8,10,10,59
"1111","TBM2013090601","2013","09","Summer",3,0,0,6,10,4,10,0,2,40
"1112","TBM2013090604","2013","09","Summer",3,0,6,4,4,5,10,6,6,51
"1113","TBM2013090606","2013","09","Summer",3,0,0,10,10,0,10,6,8,55
"1114","TBM2014060705","2014","06","Summer",3,0,10,0,0,0,0,1,0,14
"1115","TBM2014060706","2014","06","Summer",3,0,8,3,2,0,2,3,2,25
"1116","TBM2014060906","2014","06","Summer",3,1,10,0,0,1,10,6,4,40
"1117","TBM2014061501","2014","06","Summer",3,0,10,0,0,0,0,1,0,14
"1118","TBM2014061502","2014","06","Summer",3,0,10,0,0,0,0,1,0,14
"1119","TBM2014070407","2014","07","Summer",3,0,10,0,0,0,0,1,0,14
"1120","TBM2014070408","2014","07","Summer",3,10,1,0,9,0,1,10,10,51
"1121","TBM2014071001","2014","07","Summer",3,0,9,2,2,0,1,1,2,21
"1122","TBM2014071002","2014","07","Summer",3,0,6,2,4,1,8,5,2,35
"1123","TBM2014071504","2014","07","Summer",3,0,10,0,0,0,0,3,0,16
"1124","TBM2014080803","2014","08","Summer",3,0,9,0,1,1,9,9,10,49
"1125","TBM2014080806","2014","08","Summer",3,2,4,3,6,2,6,6,6,44
"1126","TBM2014080807","2014","08","Summer",3,1,6,2,5,2,7,8,6,46
"1127","TBM2014080907","2014","08","Summer",3,2,4,5,6,1,8,7,4,46
"1128","TBM2014080908","2014","08","Summer",3,10,4,1,7,0,4,7,0,41
"1129","TBM2014080909","2014","08","Summer",3,4,4,3,6,0,6,4,0,34
"1130","TBM2014090105","2014","09","Summer",3,0,0,0,0,0,0,0,0,0
"1131","TBM2014090604","2014","09","Summer",3,1,9,1,2,1,10,9,10,54
"1132","TBM2014090605","2014","09","Summer",3,1,5,6,5,0,10,6,0,41
"1133","TBM2014091404","2014","09","Summer",3,0,2,9,8,10,10,2,4,56
"1134","TBM2015060410","2015","06","Summer",3,0,5,6,5,0,5,1,0,28
"1135","TBM2015060411","2015","06","Summer",3,0,5,0,5,9,6,10,10,56
"1136","TBM2015061001","2015","06","Summer",3,0,10,0,0,0,0,1,2,16
"1137","TBM2015061008","2015","06","Summer",3,0,8,0,2,3,8,4,3,35
"1138","TBM2015071001","2015","07","Summer",3,0,8,2,2,0,2,2,2,23
"1139","TBM2015071002","2015","07","Summer",3,0,7,4,3,0,3,3,0,25
"1140","TBM2015071003","2015","07","Summer",3,0,9,2,1,0,1,2,0,19
"1141","TBM2015071004","2015","07","Summer",3,0,7,3,3,0,4,3,2,28
"1142","TBM2015071005","2015","07","Summer",3,4,1,4,9,0,5,1,0,30
"1143","TBM2015071006","2015","07","Summer",3,0,4,6,6,5,7,4,2,43
"1144","TBM2015080108","2015","08","Summer",3,10,1,7,9,0,8,7,2,55
"1145","TBM2015081302","2015","08","Summer",3,0,1,10,9,1,10,6,6,54
"1146","TBM2015081303","2015","08","Summer",3,0,0,10,10,0,10,0,0,38
"1147","TBM2015081304","2015","08","Summer",3,0,4,1,6,0,8,3,2,30
"1148","TBM2015081306","2015","08","Summer",3,0,0,10,10,10,10,0,2,53
"1149","TBM2015090402","2015","09","Summer",3,0,1,3,9,3,10,1,2,36
"1150","TBM2015090403","2015","09","Summer",3,0,1,6,9,3,9,1,4,41
"1151","TBM2015090404","2015","09","Summer",3,0,2,5,8,4,10,2,4,44
"1152","TBM2015091507","2015","09","Summer",3,0,10,0,0,0,10,1,5,33
"1153","TBM2015091508","2015","09","Summer",3,0,0,8,10,2,8,0,2,38
"1154","TBM2005010801","2005","01","Winter",3,0,0,10,10,0,10,0,0,38
"1155","TBM2005010802","2005","01","Winter",3,0,1,4,9,1,9,2,3,36
"1156","TBM2005010803","2005","01","Winter",3,0,5,4,6,4,7,3,7,45
"1157","TBM2005010901","2005","01","Winter",3,0,0,6,10,0,4,0,0,25
"1158","TBM2005010902","2005","01","Winter",3,8,0,3,10,0,6,2,0,36
"1159","TBM2005020802","2005","02","Winter",3,1,6,4,4,0,8,5,0,35
"1160","TBM2005020803","2005","02","Winter",3,0,3,4,7,1,9,5,3,40
"1161","TBM2005020804","2005","02","Winter",3,10,1,0,9,0,3,5,3,39
"1162","TBM2005020805","2005","02","Winter",3,10,0,2,10,1,2,2,10,46
"1163","TBM2005030803","2005","03","Winter",3,1,9,0,2,5,3,5,3,35
"1164","TBM2005030805","2005","03","Winter",3,8,0,1,10,0,0,2,0,26
"1165","TBM2005031103","2005","03","Winter",3,0,2,6,8,0,10,2,0,35
"1166","TBM2005031104","2005","03","Winter",3,0,7,3,3,9,4,3,3,40
"1167","TBM2005120903","2005","12","Winter",3,0,0,4,10,10,5,0,6,44
"1168","TBM2005120904","2005","12","Winter",3,0,10,0,0,0,10,3,0,29
"1169","TBM2005120905","2005","12","Winter",3,0,8,0,2,0,10,3,0,29
"1170","TBM2005120906","2005","12","Winter",3,0,0,8,10,6,10,0,3,46
"1171","TBM2005120907","2005","12","Winter",3,0,0,0,10,0,10,0,0,25
"1172","TBM2006010409","2006","01","Winter",3,0,2,9,8,0,8,2,0,36
"1173","TBM2006011002","2006","01","Winter",3,0,8,2,3,10,4,5,7,49
"1174","TBM2006011109","2006","01","Winter",3,0,10,0,0,0,10,3,3,33
"1175","TBM2006011110","2006","01","Winter",3,0,7,2,3,7,4,8,6,46
"1176","TBM2006020304","2006","02","Winter",3,0,10,0,0,10,0,2,3,31
"1177","TBM2006020305","2006","02","Winter",3,0,4,3,6,8,5,3,6,44
"1178","TBM2006022201","2006","02","Winter",3,3,5,3,5,1,7,2,3,36
"1179","TBM2006022202","2006","02","Winter",3,2,4,0,5,0,3,2,0,20
"1180","TBM2006022203","2006","02","Winter",3,0,10,1,1,8,4,5,3,40
"1181","TBM2006030601","2006","03","Winter",3,0,10,1,0,3,2,7,4,34
"1182","TBM2006030602","2006","03","Winter",3,2,5,3,5,6,4,6,10,51
"1183","TBM2006030603","2006","03","Winter",3,0,8,4,3,5,6,7,3,45
"1184","TBM2006030604","2006","03","Winter",3,0,9,2,2,10,1,2,7,41
"1185","TBM2006030605","2006","03","Winter",3,0,10,0,0,10,0,2,3,31
"1186","TBM2006030606","2006","03","Winter",3,0,3,8,7,8,7,4,7,55
"1187","TBM2006030607","2006","03","Winter",3,0,10,1,1,3,8,5,3,39
"1188","TBM2006120206","2006","12","Winter",3,0,10,1,0,1,2,3,3,25
"1189","TBM2006120303","2006","12","Winter",3,0,5,4,5,2,6,3,3,35
"1190","TBM2006120304","2006","12","Winter",3,10,8,0,2,0,6,6,0,40
"1191","TBM2006120305","2006","12","Winter",3,0,2,9,8,10,9,10,6,68
"1192","TBM2006120606","2006","12","Winter",3,0,6,1,5,0,8,5,0,31
"1193","TBM2007010102","2007","01","Winter",3,0,5,5,5,2,6,5,3,39
"1194","TBM2007010103","2007","01","Winter",3,2,6,0,4,4,5,8,7,45
"1195","TBM2007010601","2007","01","Winter",3,0,4,6,6,3,8,5,6,48
"1196","TBM2007010602","2007","01","Winter",3,0,9,2,2,6,6,5,3,41
"1197","TBM2007010607","2007","01","Winter",3,0,7,3,3,1,10,6,3,41
"1198","TBM2007020501","2007","02","Winter",3,0,5,5,5,8,8,7,7,56
"1199","TBM2007020502","2007","02","Winter",3,0,0,0,0,0,0,0,0,0
"1200","TBM2007020507","2007","02","Winter",3,0,2,3,8,0,10,2,0,31
"1201","TBM2007021202","2007","02","Winter",3,0,5,2,6,1,8,8,3,41
"1202","TBM2007030105","2007","03","Winter",3,0,9,2,1,1,9,7,3,40
"1203","TBM2007030401","2007","03","Winter",3,0,8,3,2,4,10,3,3,41
"1204","TBM2007031302","2007","03","Winter",3,0,1,10,9,0,10,6,0,45
"1205","TBM2007120103","2007","12","Winter",3,0,4,4,6,4,5,5,3,39
"1206","TBM2007120104","2007","12","Winter",3,0,7,1,4,4,7,10,10,54
"1207","TBM2007120107","2007","12","Winter",3,0,10,0,1,3,8,10,10,53
"1208","TBM2007120402","2007","12","Winter",3,0,6,1,4,0,9,5,0,31
"1209","TBM2008010405","2008","01","Winter",3,0,1,7,9,4,9,2,7,49
"1210","TBM2008010406","2008","01","Winter",3,0,7,3,3,0,8,6,0,34
"1211","TBM2008010408","2008","01","Winter",3,10,1,1,9,0,0,6,3,38
"1212","TBM2008010505","2008","01","Winter",3,0,4,7,6,1,9,8,7,53
"1213","TBM2008010506","2008","01","Winter",3,0,10,3,1,0,10,3,0,34
"1214","TBM2008010507","2008","01","Winter",3,0,1,7,9,7,9,3,6,53
"1215","TBM2008010806","2008","01","Winter",3,0,6,0,4,3,7,10,6,45
"1216","TBM2008020104","2008","02","Winter",3,0,0,10,10,0,10,0,0,38
"1217","TBM2008020105","2008","02","Winter",3,0,5,5,5,3,9,5,6,48
"1218","TBM2008020202","2008","02","Winter",3,0,3,3,7,0,10,2,0,31
"1219","TBM2008020203","2008","02","Winter",3,0,6,4,4,1,8,3,3,36
"1220","TBM2008020204","2008","02","Winter",3,0,4,4,6,7,5,3,7,45
"1221","TBM2008020205","2008","02","Winter",3,8,6,0,4,4,4,10,10,58
"1222","TBM2008020301","2008","02","Winter",3,0,6,1,5,3,9,3,6,41
"1223","TBM2008030102","2008","03","Winter",3,0,6,3,4,5,8,4,6,45
"1224","TBM2008030801","2008","03","Winter",3,1,4,5,5,1,8,8,6,48
"1225","TBM2008030802","2008","03","Winter",3,0,4,2,6,1,10,3,3,36
"1226","TBM2008030803","2008","03","Winter",3,0,8,3,2,1,10,6,3,41
"1227","TBM2008030806","2008","03","Winter",3,0,6,6,4,0,10,3,0,36
"1228","TBM2008120207","2008","12","Winter",3,0,2,10,8,0,9,7,0,45
"1229","TBM2008120607","2008","12","Winter",3,0,5,2,5,1,8,6,3,38
"1230","TBM2008120608","2008","12","Winter",3,0,2,9,8,0,9,5,3,45
"1231","TBM2008120905","2008","12","Winter",3,0,9,2,2,3,2,3,3,30
"1232","TBM2008121007","2008","12","Winter",3,0,2,4,6,0,9,5,0,33
"1233","TBM2009010107","2009","01","Winter",3,0,8,1,2,1,9,2,3,33
"1234","TBM2009010108","2009","01","Winter",3,0,9,0,2,4,7,10,10,53
"1235","TBM2009011101","2009","01","Winter",3,0,2,5,8,0,8,2,0,31
"1236","TBM2009011102","2009","01","Winter",3,0,1,3,9,0,10,2,0,31
"1237","TBM2009011103","2009","01","Winter",3,0,0,2,10,0,8,0,0,25
"1238","TBM2009020103","2009","02","Winter",3,0,8,1,2,2,8,8,10,49
"1239","TBM2009020104","2009","02","Winter",3,0,4,4,6,0,10,2,0,33
"1240","TBM2009020105","2009","02","Winter",3,0,3,5,7,2,10,3,3,41
"1241","TBM2009020205","2009","02","Winter",3,0,5,4,5,0,10,2,0,33
"1242","TBM2009021001","2009","02","Winter",3,0,2,10,8,6,8,2,3,49
"1243","TBM2009021003","2009","02","Winter",3,1,1,4,9,0,9,3,0,34
"1244","TBM2009030101","2009","03","Winter",3,1,7,2,4,0,5,5,0,30
"1245","TBM2009030106","2009","03","Winter",3,0,6,1,4,2,8,9,4,43
"1246","TBM2009030406","2009","03","Winter",3,0,1,10,9,1,10,2,3,45
"1247","TBM2009120404","2009","12","Winter",3,0,3,4,7,2,7,3,3,36
"1248","TBM2009121004","2009","12","Winter",3,0,5,6,5,1,10,3,7,46
"1249","TBM2009121005","2009","12","Winter",3,0,0,5,10,7,5,0,6,41
"1250","TBM2009121006","2009","12","Winter",3,0,2,4,8,2,8,2,3,36
"1251","TBM2010010504","2010","01","Winter",3,1,1,0,9,9,8,2,3,41
"1252","TBM2010010507","2010","01","Winter",3,0,6,0,4,0,9,5,0,30
"1253","TBM2010010508","2010","01","Winter",3,0,6,4,4,3,10,3,7,46
"1254","TBM2010020306","2010","02","Winter",3,0,4,1,6,0,9,3,0,29
"1255","TBM2010021201","2010","02","Winter",3,0,6,0,4,0,10,2,0,28
"1256","TBM2010021202","2010","02","Winter",3,0,0,1,10,10,10,0,3,43
"1257","TBM2010030108","2010","03","Winter",3,0,0,10,10,10,10,0,3,54
"1258","TBM2010030201","2010","03","Winter",3,0,3,6,7,10,7,5,6,55
"1259","TBM2010030202","2010","03","Winter",3,0,10,0,0,0,0,2,0,15
"1260","TBM2010030303","2010","03","Winter",3,3,3,1,7,1,6,3,3,34
"1261","TBM2010120102","2010","12","Winter",3,5,6,2,4,1,7,10,7,53
"1262","TBM2010120801","2010","12","Winter",3,0,5,5,5,0,9,9,0,41
"1263","TBM2010121108","2010","12","Winter",3,0,4,2,6,0,10,3,0,31
"1264","TBM2010121202","2010","12","Winter",3,0,2,3,8,0,8,2,0,29
"1265","TBM2010121203","2010","12","Winter",3,0,7,1,3,1,8,10,6,45
"1266","TBM2011010802","2011","01","Winter",3,0,1,7,8,5,8,2,6,46
"1267","TBM2011010805","2011","01","Winter",3,0,8,1,3,2,10,5,3,40
"1268","TBM2011010806","2011","01","Winter",3,0,7,0,3,6,6,3,3,35
"1269","TBM2011020302","2011","02","Winter",3,0,4,7,6,2,10,5,7,51
"1270","TBM2011020303","2011","02","Winter",3,0,10,2,1,0,10,5,0,35
"1271","TBM2011020304","2011","02","Winter",3,0,4,1,6,5,6,5,6,41
"1272","TBM2011020701","2011","02","Winter",3,0,10,1,0,1,9,10,7,48
"1273","TBM2011020803","2011","02","Winter",3,5,1,3,9,1,3,2,3,34
"1274","TBM2011024301","2011","02","Winter",3,0,9,0,1,5,9,10,10,55
"1275","TBM2011030305","2011","03","Winter",3,4,2,3,8,0,5,5,0,34
"1276","TBM2011030306","2011","03","Winter",3,0,5,5,5,7,5,4,4,44
"1277","TBM2011031101","2011","03","Winter",3,10,1,0,9,1,1,6,6,43
"1278","TBM2011031106","2011","03","Winter",3,10,3,0,7,3,0,8,10,51
"1279","TBM2011121107","2011","12","Winter",3,0,0,10,10,10,10,0,3,54
"1280","TBM2011121109","2011","12","Winter",3,1,5,4,5,2,5,3,3,35
"1281","TBM2012010708","2012","01","Winter",3,9,4,1,6,3,5,5,10,54
"1282","TBM2012010806","2012","01","Winter",3,0,6,6,4,6,8,5,6,51
"1283","TBM2012010807","2012","01","Winter",3,0,4,6,6,3,6,2,3,38
"1284","TBM2012010808","2012","01","Winter",3,0,5,2,5,2,8,5,3,38
"1285","TBM2012011203","2012","01","Winter",3,0,9,0,2,3,8,10,9,51
"1286","TBM2012020502","2012","02","Winter",3,0,7,2,4,6,8,5,10,53
"1287","TBM2012020802","2012","02","Winter",3,1,3,0,7,2,6,5,3,34
"1288","TBM2012020804","2012","02","Winter",3,0,6,2,4,7,9,9,10,59
"1289","TBM2012030301","2012","03","Winter",3,1,5,4,5,4,8,3,6,45
"1290","TBM2012030306","2012","03","Winter",3,1,0,4,10,0,6,0,0,26
"1291","TBM2012030307","2012","03","Winter",3,3,3,1,7,0,3,3,0,25
"1292","TBM2012030309","2012","03","Winter",3,2,7,1,3,3,5,7,7,44
"1293","TBM2012120107","2012","12","Winter",3,0,10,1,0,0,10,5,0,33
"1294","TBM2012120108","2012","12","Winter",3,0,5,5,5,2,5,3,7,40
"1295","TBM2012120306","2012","12","Winter",3,0,0,9,10,1,10,2,7,49
"1296","TBM2012120602","2012","12","Winter",3,1,4,3,6,5,9,7,7,53
"1297","TBM2013010401","2013","01","Winter",3,2,5,5,5,5,5,9,7,54
"1298","TBM2013010402","2013","01","Winter",3,0,4,8,6,0,10,8,9,56
"1299","TBM2013010403","2013","01","Winter",3,0,3,6,7,1,7,3,3,38
"1300","TBM2013010404","2013","01","Winter",3,0,4,8,6,0,8,3,0,36
"1301","TBM2013010801","2013","01","Winter",3,0,5,4,6,2,4,2,3,33
"1302","TBM2013010802","2013","01","Winter",3,0,9,2,1,0,1,2,0,19
"1303","TBM2013010803","2013","01","Winter",3,0,1,10,9,0,10,5,3,48
"1304","TBM2013010904","2013","01","Winter",3,0,2,4,8,9,9,3,6,51
"1305","TBM2013020105","2013","02","Winter",3,0,0,0,10,1,10,3,7,39
"1306","TBM2013020106","2013","02","Winter",3,0,2,2,8,9,7,2,7,46
"1307","TBM2013020107","2013","02","Winter",3,0,5,5,5,3,8,7,7,50
"1308","TBM2013020301","2013","02","Winter",3,0,3,9,7,0,8,3,0,38
"1309","TBM2013020302","2013","02","Winter",3,0,0,10,10,0,10,0,0,38
"1310","TBM2013021005","2013","02","Winter",3,0,8,0,2,10,2,2,3,34
"1311","TBM2013030402","2013","03","Winter",3,0,6,3,4,2,3,3,3,30
"1312","TBM2013030403","2013","03","Winter",3,0,8,3,2,1,9,8,3,43
"1313","TBM2013120207","2013","12","Winter",3,0,7,3,3,2,9,5,3,40
"1314","TBM2013120701","2013","12","Winter",3,0,6,5,4,0,4,2,3,30
"1315","TBM2013120702","2013","12","Winter",3,0,10,2,0,0,0,5,0,21
"1316","TBM2013120703","2013","12","Winter",3,0,9,3,2,0,2,3,0,24
"1317","TBM2013120706","2013","12","Winter",3,0,8,0,2,0,10,3,0,29
"1318","TBM2013120707","2013","12","Winter",3,0,8,3,2,1,2,3,10,36
"1319","TBM2014010506","2014","01","Winter",3,0,6,4,4,0,7,3,0,30
"1320","TBM2014010807","2014","01","Winter",3,0,10,2,1,0,3,8,0,30
"1321","TBM2014011106","2014","01","Winter",3,0,8,4,2,0,2,2,0,23
"1322","TBM2014011107","2014","01","Winter",3,0,3,5,8,1,7,2,3,36
"1323","TBM2014020708","2014","02","Winter",3,0,10,1,0,0,0,5,3,24
"1324","TBM2014020908","2014","02","Winter",3,3,2,3,8,3,2,3,6,38
"1325","TBM2014030906","2014","03","Winter",3,0,0,10,10,10,10,0,3,54
"1326","TBM2014030907","2014","03","Winter",3,5,1,9,9,1,7,3,3,48
"1327","TBM2014031004","2014","03","Winter",3,10,4,0,7,0,2,3,3,36
"1328","TBM2014031104","2014","03","Winter",3,0,1,8,9,0,9,5,3,44
"1329","TBM2014031105","2014","03","Winter",3,0,5,5,5,5,5,5,6,45
"1330","TBM2014031106","2014","03","Winter",3,10,4,0,6,5,1,8,10,55
"1331","TBM2014120101","2014","12","Winter",3,0,0,0,0,0,0,0,0,0
"1332","TBM2014120806","2014","12","Winter",3,0,8,0,2,3,8,5,3,36
"1333","TBM2014120903","2014","12","Winter",3,0,8,2,2,3,9,10,6,50
"1334","TBM2015010304","2015","01","Winter",3,0,4,3,6,6,3,5,6,41
"1335","TBM2015010305","2015","01","Winter",3,1,1,9,9,1,9,6,10,58
"1336","TBM2015010306","2015","01","Winter",3,0,4,4,6,3,8,10,10,56
"1337","TBM2015010705","2015","01","Winter",3,0,0,6,10,3,8,0,3,38
"1338","TBM2015010901","2015","01","Winter",3,10,1,1,9,1,0,3,3,35
"1339","TBM2015020305","2015","02","Winter",3,0,4,4,6,3,8,3,3,39
"1340","TBM2015020306","2015","02","Winter",3,0,1,8,9,4,7,2,3,43
"1341","TBM2015020501","2015","02","Winter",3,0,0,10,10,3,10,0,3,45
"1342","TBM2015020502","2015","02","Winter",3,0,2,7,8,0,8,2,0,34
"1343","TBM2015030206","2015","03","Winter",3,10,6,1,4,0,5,10,6,53
"1344","TBM2015030703","2015","03","Winter",3,0,3,3,7,4,6,3,3,36
"1345","TBM2015030704","2015","03","Winter",3,0,1,6,9,2,10,2,3,41
"1346","TBM2015120601","2015","12","Winter",3,0,9,1,2,2,10,5,3,40
"1347","TBM2015120604","2015","12","Winter",3,0,8,0,2,0,6,3,0,24
"1348","TBM2015120605","2015","12","Winter",3,0,3,8,7,2,6,2,3,39
"1349","TBM2005100803","2005","10","Fall",4,0,0,0,0,0,0,0,0,0
"1350","TBM2005100804","2005","10","Fall",4,0,5,3,5,8,10,3,4,48
"1351","TBM2005100807","2005","10","Fall",4,0,0,10,10,0,10,0,0,38
"1352","TBM2005110802","2005","11","Fall",4,0,3,7,7,0,10,5,0,40
"1353","TBM2005110803","2005","11","Fall",4,0,1,10,9,1,10,3,4,48
"1354","TBM2006100602","2006","10","Fall",4,4,1,5,9,0,8,5,0,40
"1355","TBM2006100603","2006","10","Fall",4,0,7,4,3,2,9,10,4,49
"1356","TBM2006100606","2006","10","Fall",4,0,7,0,3,0,0,2,0,15
"1357","TBM2006111201","2006","11","Fall",4,0,7,0,3,0,5,8,0,29
"1358","TBM2006111202","2006","11","Fall",4,0,9,1,2,0,2,3,0,21
"1359","TBM2007100402","2007","10","Fall",4,1,1,2,10,3,9,2,4,40
"1360","TBM2007100503","2007","10","Fall",4,0,3,9,8,0,9,3,0,40
"1361","TBM2007100505","2007","10","Fall",4,0,5,5,5,9,9,10,10,66
"1362","TBM2007110305","2007","11","Fall",4,1,2,4,8,1,8,5,4,41
"1363","TBM2008110504","2008","11","Fall",4,1,2,7,8,2,8,5,4,46
"1364","TBM2008110506","2008","11","Fall",4,0,0,0,0,0,0,0,0,0
"1365","TBM2008111403","2008","11","Fall",4,5,2,1,8,3,6,4,8,46
"1366","TBM2009101001","2009","10","Fall",4,0,0,0,0,0,0,0,0,0
"1367","TBM2009101002","2009","10","Fall",4,2,7,3,3,0,9,5,0,36
"1368","TBM2009101005","2009","10","Fall",4,1,0,2,9,0,9,2,0,29
"1369","TBM2009101404","2009","10","Fall",4,10,1,0,10,0,3,7,7,48
"1370","TBM2009110204","2009","11","Fall",4,1,1,3,9,2,10,5,3,43
"1371","TBM2009110205","2009","11","Fall",4,10,6,1,5,4,7,5,10,60
"1372","TBM2009111203","2009","11","Fall",4,6,1,2,9,0,5,5,0,35
"1373","TBM2009111209","2009","11","Fall",4,0,3,4,6,0,10,2,0,31
"1374","TBM2010101206","2010","10","Fall",4,0,1,9,9,1,9,6,4,49
"1375","TBM2010101303","2010","10","Fall",4,0,10,0,0,0,0,2,0,15
"1376","TBM2010101307","2010","10","Fall",4,0,3,7,8,9,10,5,4,58
"1377","TBM2010111307","2010","11","Fall",4,0,0,3,10,0,10,0,0,29
