"","Reference","year","month","Season","BAY_SEGMENT","NumIndivScore","TGAbundScore","BenthicTaxaScore","ESAbundScore","NumGuildsScore","NumTaxaScore","LRScore","SelecIndivScore","SelecTaxaScore","ShannonScore","Cumul_Score"
"4577","TBM2006050905","2006","05","Spring",4,10,10,5,0,7,4,0,0,3,10,49
"4578","TBM2007040806","2007","04","Spring",4,10,10,1,0,3,1,0,0,0,4,29
"4579","TBM2007041103","2007","04","Spring",4,10,10,0,0,0,0,0,0,0,0,20
"4580","TBM2007041104","2007","04","Spring",4,10,10,1,2,3,2,0,0,3,1,32
"4581","TBM2007041105","2007","04","Spring",4,10,10,2,0,7,2,0,0,0,8,39
"4582","TBM2007041106","2007","04","Spring",4,10,10,8,3,10,7,7,0,3,6,64
"4583","TBM2007041401","2007","04","Spring",4,10,10,3,0,7,2,2,0,0,3,37
"4584","TBM2007050504","2007","05","Spring",4,10,10,7,1,7,6,2,0,3,6,52
"4585","TBM2008040401","2008","04","Spring",4,10,10,1,0,3,1,0,0,0,4,29
"4586","TBM2008040403","2008","04","Spring",4,10,10,3,0,10,3,5,0,0,1,42
"4587","TBM2008041104","2008","04","Spring",4,10,10,0,0,7,3,0,0,3,7,40
"4588","TBM2008050702","2008","05","Spring",4,10,10,2,0,7,1,0,0,3,7,40
"4589","TBM2008050704","2008","05","Spring",4,10,10,2,0,3,1,1,0,0,2,29
"4590","TBM2008051003","2008","05","Spring",4,10,10,3,0,3,2,2,0,0,1,31
"4591","TBM2008051102","2008","05","Spring",4,10,10,10,1,7,10,10,3,10,4,75
"4592","TBM2008051202","2008","05","Spring",4,10,10,0,0,3,1,0,0,0,2,26
"4593","TBM2008051507","2008","05","Spring",4,10,10,0,0,0,0,0,0,0,0,20
"4594","TBM2009041001","2009","04","Spring",4,10,10,2,0,3,1,0,0,3,5,34
"4595","TBM2009041004","2009","04","Spring",4,10,10,1,0,3,1,0,0,3,4,32
"4596","TBM2009041005","2009","04","Spring",4,10,10,4,0,7,4,1,0,0,6,42
"4597","TBM2009041006","2009","04","Spring",4,10,10,8,8,10,7,10,10,7,6,86
"4598","TBM2009041007","2009","04","Spring",4,10,10,3,10,7,4,1,1,3,2,51
"4599","TBM2009050205","2009","05","Spring",4,10,10,5,0,7,4,4,0,3,2,45
"4600","TBM2009050705","2009","05","Spring",4,0,0,0,0,0,0,0,0,0,0,0
"4601","TBM2010040502","2010","04","Spring",4,10,10,0,0,0,0,0,0,0,0,20
"4602","TBM2010040503","2010","04","Spring",4,10,10,1,1,7,1,0,0,0,2,32
"4603","TBM2010041202","2010","04","Spring",4,10,10,6,0,10,6,4,4,10,2,62
"4604","TBM2010050603","2010","05","Spring",4,10,10,6,1,3,5,10,0,0,2,47
"4605","TBM2010050605","2010","05","Spring",4,10,10,1,1,7,2,0,0,0,5,36
"4606","TBM2010050606","2010","05","Spring",4,10,10,8,1,10,7,5,3,7,5,66
"4607","TBM2010050607","2010","05","Spring",4,10,10,1,0,3,1,0,1,7,7,40
"4608","TBM2010050805","2010","05","Spring",4,10,10,5,0,7,5,9,0,0,4,50
"4609","TBM2010051105","2010","05","Spring",4,10,10,3,8,3,2,0,0,0,7,43
"4610","TBM2010051106","2010","05","Spring",4,10,10,6,10,10,6,7,4,7,6,76
"4611","TBM2011040605","2011","04","Spring",4,10,10,0,0,0,0,0,0,0,0,20
"4612","TBM2011040606","2011","04","Spring",4,10,10,2,0,3,1,0,0,0,3,29
"4613","TBM2011041001","2011","04","Spring",4,10,10,1,0,3,1,0,0,0,5,30
"4614","TBM2011041103","2011","04","Spring",4,10,10,6,0,7,6,2,5,3,7,56
"4615","TBM2011041104","2011","04","Spring",4,10,10,5,1,10,5,10,0,3,1,55
"4616","TBM2011041105","2011","04","Spring",4,10,10,10,3,7,9,2,4,10,9,74
"4617","TBM2011050405","2011","05","Spring",4,10,10,2,0,3,1,0,0,0,7,33
"4618","TBM2011050504","2011","05","Spring",4,0,0,0,0,0,0,0,0,0,0,0
"4619","TBM2012040206","2012","04","Spring",4,10,10,8,2,10,8,1,1,7,9,66
"4620","TBM2012040209","2012","04","Spring",4,0,0,0,0,0,0,0,0,0,0,0
"4621","TBM2012040703","2012","04","Spring",4,10,10,5,0,3,5,10,0,0,1,44
"4622","TBM2012050404","2012","05","Spring",4,0,0,0,0,0,0,0,0,0,0,0
"4623","TBM2012051107","2012","05","Spring",4,10,10,10,1,10,10,1,1,10,10,73
"4624","TBM2012051108","2012","05","Spring",4,10,10,3,0,3,3,2,0,0,2,33
"4625","TBM2013040904","2013","04","Spring",4,10,10,3,0,7,3,1,0,0,4,38
"4626","TBM2013050602","2013","05","Spring",4,10,10,3,0,3,2,0,0,0,5,33
"4627","TBM2013051001","2013","05","Spring",4,10,10,4,0,7,4,2,0,0,2,39
"4628","TBM2013051103","2013","05","Spring",4,10,10,7,0,7,6,7,1,7,3,58
"4629","TBM2013051203","2013","05","Spring",4,10,10,7,1,3,6,2,0,3,5,47
"4630","TBM2013051204","2013","05","Spring",4,10,10,2,10,7,2,9,0,0,4,54
"4631","TBM2014040205","2014","04","Spring",4,10,10,3,0,7,3,10,0,0,1,44
"4632","TBM2014040206","2014","04","Spring",4,10,10,2,0,7,3,0,1,7,7,47
"4633","TBM2014040208","2014","04","Spring",4,10,10,5,0,7,5,1,10,10,7,65
"4634","TBM2014040403","2014","04","Spring",4,10,10,8,2,7,8,4,2,7,7,65
"4635","TBM2014040504","2014","04","Spring",4,10,10,6,0,7,5,9,0,0,1,48
"4636","TBM2014040701","2014","04","Spring",4,10,10,4,1,7,4,10,0,3,2,51
"4637","TBM2014050204","2014","05","Spring",4,10,10,1,0,3,1,0,0,0,3,28
"4638","TBM2014050703","2014","05","Spring",4,10,10,6,1,7,5,0,1,3,9,52
"4639","TBM2015040504","2015","04","Spring",4,10,10,0,0,0,0,0,0,3,0,23
"4640","TBM2015040505","2015","04","Spring",4,10,10,4,3,7,4,1,0,3,5,47
"4641","TBM2015040506","2015","04","Spring",4,10,10,4,0,7,4,0,0,3,9,47
"4642","TBM2015040507","2015","04","Spring",4,10,10,5,1,3,5,1,1,7,6,49
"4643","TBM2015040703","2015","04","Spring",4,10,10,1,0,0,1,0,0,0,4,26
"4644","TBM2015041204","2015","04","Spring",4,10,10,4,0,7,4,10,0,3,1,49
"4645","TBM2015051301","2015","05","Spring",4,10,10,8,0,7,6,2,2,10,4,59
"4646","TBM2015051303","2015","05","Spring",4,10,10,9,3,10,9,1,2,7,9,70
"4647","TBM2015051605","2015","05","Spring",4,10,10,3,8,7,4,0,0,0,5,47
"4648","TBM2015051606","2015","05","Spring",4,10,10,2,0,7,1,0,0,3,6,39
"4649","TBM2015051705","2015","05","Spring",4,10,10,5,1,7,6,1,2,7,8,57
"4650","TBM1998061201","1998","06","Summer",4,10,10,8,0,7,6,1,0,0,10,52
"4651","TBM1998061202","1998","06","Summer",4,10,10,0,0,0,0,0,0,0,0,20
"4652","TBM1998061604","1998","06","Summer",4,10,10,6,0,7,6,10,1,3,4,57
"4653","TBM1998061605","1998","06","Summer",4,10,10,8,0,7,6,9,1,8,3,62
"4654","TBM1998070901","1998","07","Summer",4,10,10,1,0,3,1,0,1,3,4,33
"4655","TBM1998070903","1998","07","Summer",4,10,10,2,0,3,2,0,0,0,6,33
"4656","TBM1998070905","1998","07","Summer",4,10,10,10,2,10,10,6,10,10,8,86
"4657","TBM1998071406","1998","07","Summer",4,10,10,2,1,7,3,0,0,0,4,37
"4658","TBM1998071409","1998","07","Summer",4,10,10,3,0,3,3,0,0,0,6,35
"4659","TBM1998071411","1998","07","Summer",4,10,10,7,2,7,6,0,0,3,6,51
"4660","TBM1998071607","1998","07","Summer",4,10,10,3,0,7,3,0,3,8,8,52
"4661","TBM1998081207","1998","08","Summer",4,10,10,3,1,10,5,0,1,3,7,50
"4662","TBM1998081209","1998","08","Summer",4,10,10,3,6,10,4,4,0,3,3,53
"4663","TBM1998081210","1998","08","Summer",4,10,10,2,0,10,2,1,0,5,5,45
"4664","TBM1998081803","1998","08","Summer",4,10,10,3,0,3,2,0,1,3,6,38
"4665","TBM1998081804","1998","08","Summer",4,10,10,2,0,7,2,0,1,3,6,41
"4666","TBM1998082102","1998","08","Summer",4,10,10,2,0,7,2,0,0,0,7,38
"4667","TBM1998090809","1998","09","Summer",4,10,10,0,0,0,0,0,0,0,0,20
"4668","TBM1998091516","1998","09","Summer",4,10,10,8,2,10,7,0,4,5,7,63
"4669","TBM1998091604","1998","09","Summer",4,10,10,9,2,10,10,1,10,5,10,77
"4670","TBM1998091605","1998","09","Summer",4,10,10,5,0,10,5,0,3,5,10,58
"4671","TBM1998091606","1998","09","Summer",4,10,10,4,2,10,6,0,2,3,7,54
"4672","TBM1998091607","1998","09","Summer",4,10,10,8,4,10,7,0,10,8,8,75
"4673","TBM1999060207","1999","06","Summer",4,10,10,5,1,7,4,6,0,3,7,53
"4674","TBM1999060808","1999","06","Summer",4,10,10,5,1,3,4,4,0,3,5,45
"4675","TBM1999060811","1999","06","Summer",4,10,10,2,9,7,2,3,0,0,2,45
"4676","TBM1999061001","1999","06","Summer",4,10,10,0,0,3,1,0,0,0,2,26
"4677","TBM1999061002","1999","06","Summer",4,10,10,2,4,10,2,1,0,3,4,46
"4678","TBM1999070609","1999","07","Summer",4,10,10,10,7,10,9,6,3,3,10,78
"4679","TBM1999070610","1999","07","Summer",4,10,10,10,5,10,9,4,3,8,6,75
"4680","TBM1999071203","1999","07","Summer",4,10,10,7,4,7,5,9,2,5,5,64
"4681","TBM1999071204","1999","07","Summer",4,10,10,5,1,7,5,1,0,3,6,48
"4682","TBM1999071309","1999","07","Summer",4,10,10,3,0,7,2,1,0,0,6,39
"4683","TBM1999081207","1999","08","Summer",4,10,10,9,8,10,9,10,3,8,7,84
"4684","TBM1999081210","1999","08","Summer",4,10,10,6,1,7,5,0,1,8,5,53
"4685","TBM1999081214","1999","08","Summer",4,10,10,2,0,3,2,0,0,3,7,37
"4686","TBM1999091305","1999","09","Summer",4,10,10,1,9,7,5,0,0,0,2,44
"4687","TBM1999091308","1999","09","Summer",4,10,10,8,4,10,8,1,6,8,7,72
"4688","TBM1999091707","1999","09","Summer",4,10,10,6,0,7,5,0,0,3,8,49
"4689","TBM1999092304","1999","09","Summer",4,10,10,7,10,10,8,0,0,3,5,63
"4690","TBM1999092305","1999","09","Summer",4,10,10,7,3,10,6,0,3,5,7,61
"4691","TBM2000060604","2000","06","Summer",4,10,10,8,0,7,6,2,0,0,8,51
"4692","TBM2000060605","2000","06","Summer",4,10,10,0,0,0,0,0,0,0,0,20
"4693","TBM2000070706","2000","07","Summer",4,10,10,1,0,0,1,0,0,3,3,28
"4694","TBM2000070708","2000","07","Summer",4,10,10,5,6,10,7,0,4,3,10,65
"4695","TBM2000070709","2000","07","Summer",4,10,10,3,0,7,2,0,0,3,7,42
"4696","TBM2000070710","2000","07","Summer",4,10,10,9,0,10,7,1,1,5,10,63
"4697","TBM2000071705","2000","07","Summer",4,10,10,8,1,10,9,10,10,10,7,85
"4698","TBM2000071706","2000","07","Summer",4,10,10,7,4,10,8,0,0,3,4,56
"4699","TBM2000081507","2000","08","Summer",4,10,10,3,0,3,2,0,1,5,8,42
"4700","TBM2000091109","2000","09","Summer",4,10,10,0,0,0,0,0,0,0,0,20
"4701","TBM2000091110","2000","09","Summer",4,10,10,8,1,7,6,0,4,5,8,59
"4702","TBM2000091203","2000","09","Summer",4,10,10,1,0,0,1,0,0,0,3,25
"4703","TBM2000091207","2000","09","Summer",4,10,10,5,1,7,4,0,1,3,5,46
"4704","TBM2001060101","2001","06","Summer",4,10,10,3,0,7,2,0,0,0,7,39
"4705","TBM2001060901","2001","06","Summer",4,10,10,5,0,7,4,0,0,0,9,45
"4706","TBM2001061206","2001","06","Summer",4,10,10,3,0,7,2,7,0,3,2,44
"4707","TBM2001070102","2001","07","Summer",4,10,10,8,1,10,6,4,7,10,8,74
"4708","TBM2001070303","2001","07","Summer",4,10,10,9,1,10,9,1,2,8,9,69
"4709","TBM2001071004","2001","07","Summer",4,10,10,2,1,3,2,1,0,0,2,31
"4710","TBM2001080505","2001","08","Summer",4,10,10,6,0,7,5,1,0,3,8,50
"4711","TBM2001080506","2001","08","Summer",4,10,10,2,2,10,3,0,0,0,2,39
"4712","TBM2001090902","2001","09","Summer",4,10,10,8,1,10,10,3,10,8,10,80
"4713","TBM2001090905","2001","09","Summer",4,10,10,8,1,10,10,0,10,10,8,77
"4714","TBM2001090906","2001","09","Summer",4,10,10,2,0,7,2,0,0,3,4,38
"4715","TBM2001090907","2001","09","Summer",4,10,10,10,2,10,10,0,10,10,10,82
"4716","TBM2001090908","2001","09","Summer",4,10,10,5,0,7,5,0,4,8,9,58
"4717","TBM2001091304","2001","09","Summer",4,10,10,4,0,10,4,0,0,0,0,38
"4718","TBM2002061001","2002","06","Summer",4,10,10,1,0,3,1,0,0,3,3,31
"4719","TBM2002061002","2002","06","Summer",4,10,10,8,1,7,6,1,0,3,7,53
"4720","TBM2002061103","2002","06","Summer",4,10,10,8,7,10,7,2,2,8,6,70
"4721","TBM2002061201","2002","06","Summer",4,10,10,3,0,7,5,1,0,0,9,45
"4722","TBM2002071001","2002","07","Summer",4,10,10,9,2,10,8,1,2,8,9,69
"4723","TBM2002071002","2002","07","Summer",4,10,10,0,0,0,1,0,0,0,4,25
"4724","TBM2002080602","2002","08","Summer",4,10,10,5,8,10,6,1,1,8,6,65
"4725","TBM2002081006","2002","08","Summer",4,10,10,2,1,7,2,2,0,0,6,40
"4726","TBM2002081201","2002","08","Summer",4,10,10,7,4,7,6,0,5,3,8,60
"4727","TBM2002081202","2002","08","Summer",4,10,10,4,2,10,4,0,3,5,5,53
"4728","TBM2002081203","2002","08","Summer",4,10,10,8,2,10,8,0,1,5,8,62
"4729","TBM2002090501","2002","09","Summer",4,10,10,2,0,3,2,0,0,0,5,32
"4730","TBM2003060203","2003","06","Summer",4,10,10,7,5,10,6,0,1,3,6,58
"4731","TBM2003060204","2003","06","Summer",4,10,10,2,0,7,2,0,0,3,8,42
"4732","TBM2003070605","2003","07","Summer",4,10,10,2,1,3,2,0,0,0,3,31
"4733","TBM2003071204","2003","07","Summer",4,10,10,5,0,10,5,0,0,3,9,52
"4734","TBM2003080303","2003","08","Summer",4,10,10,2,0,0,1,0,0,0,5,28
"4735","TBM2003080605","2003","08","Summer",4,10,10,0,1,3,2,0,0,0,4,30
"4736","TBM2003081403","2003","08","Summer",4,10,10,10,6,10,10,1,10,8,10,85
"4737","TBM2003090501","2003","09","Summer",4,10,10,0,0,0,0,0,0,0,0,20
"4738","TBM2003090506","2003","09","Summer",4,10,10,5,0,7,4,0,4,5,8,53
"4739","TBM2003090902","2003","09","Summer",4,10,10,5,0,7,5,0,1,5,10,53
"4740","TBM2003091101","2003","09","Summer",4,10,10,7,8,10,8,0,9,8,9,79
"4741","TBM2003091107","2003","09","Summer",4,10,10,3,0,10,4,0,0,3,9,49
"4742","TBM2004060604","2004","06","Summer",4,10,10,9,3,10,8,2,0,0,8,60
"4743","TBM2004060703","2004","06","Summer",4,10,10,8,1,10,8,10,1,5,7,70
"4744","TBM2004060705","2004","06","Summer",4,10,10,7,0,10,6,4,0,5,7,59
"4745","TBM2004061105","2004","06","Summer",4,10,10,0,0,3,1,0,0,0,4,28
"4746","TBM2004061303","2004","06","Summer",4,10,10,5,0,7,4,10,1,5,2,54
"4747","TBM2004061509","2004","06","Summer",4,10,10,2,0,7,2,0,0,0,6,37
"4748","TBM2004070806","2004","07","Summer",4,10,10,5,6,7,4,0,0,3,5,50
"4749","TBM2004070905","2004","07","Summer",4,10,10,5,2,3,4,1,0,3,5,43
"4750","TBM2004071301","2004","07","Summer",4,10,10,5,4,10,6,1,0,5,5,56
"4751","TBM2004071302","2004","07","Summer",4,10,10,2,2,7,2,0,0,0,2,35
"4752","TBM2004080701","2004","08","Summer",4,10,10,10,2,10,10,0,10,8,10,80
"4753","TBM2004080703","2004","08","Summer",4,10,10,8,10,10,10,0,8,5,3,74
"4754","TBM2004091102","2004","09","Summer",4,10,10,1,0,3,1,0,0,0,3,28
"4755","TBM2004091104","2004","09","Summer",4,10,10,10,8,10,10,3,3,5,5,74
"4756","TBM2004091105","2004","09","Summer",4,10,10,10,3,10,10,0,10,8,10,81
"4757","TBM2005060601","2005","06","Summer",4,10,10,5,0,10,4,1,0,0,7,47
"4758","TBM2005061104","2005","06","Summer",4,10,10,2,0,3,2,0,0,3,7,37
"4759","TBM2005070406","2005","07","Summer",4,10,10,2,0,7,1,0,0,0,4,34
"4760","TBM2005070502","2005","07","Summer",4,0,0,0,0,0,0,0,0,0,0,0
"4761","TBM2005070503","2005","07","Summer",4,10,10,1,1,3,1,0,0,0,3,29
"4762","TBM2005070504","2005","07","Summer",4,10,10,2,0,3,1,0,0,3,3,32
"4763","TBM2005070505","2005","07","Summer",4,10,10,0,0,0,0,0,0,0,0,20
"4764","TBM2005070604","2005","07","Summer",4,10,10,5,1,7,5,5,3,5,7,58
"4765","TBM2005070703","2005","07","Summer",4,10,10,3,1,7,4,0,0,3,5,43
"4766","TBM2005070704","2005","07","Summer",4,10,10,2,0,7,2,1,0,0,6,38
"4767","TBM2005080603","2005","08","Summer",4,10,10,10,10,10,10,1,2,10,5,78
"4768","TBM2005080604","2005","08","Summer",4,10,10,3,0,7,3,0,0,3,6,42
"4769","TBM2005080605","2005","08","Summer",4,10,10,2,0,3,1,0,0,0,5,31
"4770","TBM2005090102","2005","09","Summer",4,10,10,2,0,10,3,0,0,3,6,44
"4771","TBM2005090104","2005","09","Summer",4,10,10,1,0,3,1,0,0,0,4,29
"4772","TBM2005090105","2005","09","Summer",4,10,10,0,0,0,0,0,0,0,0,20
"4773","TBM2005090109","2005","09","Summer",4,10,10,0,0,0,0,0,0,0,0,20
"4774","TBM2005090304","2005","09","Summer",4,10,10,5,0,7,6,0,0,3,9,50
"4775","TBM2006060702","2006","06","Summer",4,10,10,5,0,7,4,0,0,3,9,48
"4776","TBM2006060704","2006","06","Summer",4,10,10,2,2,3,2,0,0,0,4,33
"4777","TBM2006060705","2006","06","Summer",4,10,10,4,1,7,4,0,0,0,2,38
"4778","TBM2006070102","2006","07","Summer",4,10,10,2,0,0,2,0,0,0,5,29
"4779","TBM2006070103","2006","07","Summer",4,10,10,8,6,10,8,0,0,0,9,61
"4780","TBM2006070104","2006","07","Summer",4,10,10,3,1,3,2,0,0,3,3,35
"4781","TBM2006070105","2006","07","Summer",4,10,10,10,1,10,8,0,1,5,7,62
"4782","TBM2006070401","2006","07","Summer",4,10,10,2,0,3,1,1,0,0,4,31
"4783","TBM2006071205","2006","07","Summer",4,10,10,2,0,7,2,1,0,0,6,38
"4784","TBM2006071206","2006","07","Summer",4,10,10,0,0,0,0,0,0,0,0,20
"4785","TBM2006080302","2006","08","Summer",4,10,10,5,2,10,5,0,2,5,7,56
"4786","TBM2006080504","2006","08","Summer",4,10,10,4,7,10,5,0,0,0,2,48
"4787","TBM2006080606","2006","08","Summer",4,10,10,0,0,0,0,0,0,0,0,20
"4788","TBM2006080902","2006","08","Summer",4,10,10,10,6,10,10,0,10,8,10,84
"4789","TBM2006080905","2006","08","Summer",4,10,10,5,2,10,6,1,3,10,5,62
"4790","TBM2006080906","2006","08","Summer",4,10,10,2,1,0,1,0,0,0,4,28
"4791","TBM2006090406","2006","09","Summer",4,10,10,4,0,7,4,0,0,0,6,41
"4792","TBM2006091202","2006","09","Summer",4,10,10,3,1,10,4,1,0,0,5,44
"4793","TBM2006091205","2006","09","Summer",4,10,10,6,0,7,5,0,2,5,8,53
"4794","TBM2006091206","2006","09","Summer",4,10,10,10,10,10,10,0,10,10,8,88
"4795","TBM2007060102","2007","06","Summer",4,10,10,2,1,7,3,10,0,3,5,51
"4796","TBM2007060103","2007","06","Summer",4,10,10,2,0,3,2,0,1,3,6,37
"4797","TBM2007060104","2007","06","Summer",4,10,10,2,0,7,1,10,0,0,1,41
"4798","TBM2007061005","2007","06","Summer",4,10,10,4,0,10,3,1,0,0,5,43
"4799","TBM2007070203","2007","07","Summer",4,10,10,5,1,10,6,0,2,3,10,57
"4800","TBM2007070703","2007","07","Summer",4,10,10,3,0,10,4,2,0,0,5,44
"4801","TBM2007070704","2007","07","Summer",4,0,0,0,0,0,0,0,0,0,0,0
"4802","TBM2007070705","2007","07","Summer",4,10,10,3,1,7,3,0,0,0,5,39
"4803","TBM2007070707","2007","07","Summer",4,10,10,5,3,7,5,10,0,0,5,55
"4804","TBM2007071004","2007","07","Summer",4,10,10,2,2,10,4,1,0,0,4,43
"4805","TBM2007071006","2007","07","Summer",4,10,10,2,4,10,3,1,0,0,4,44
"4806","TBM2007080103","2007","08","Summer",4,10,10,8,0,10,8,4,1,5,9,65
"4807","TBM2007080501","2007","08","Summer",4,10,10,2,1,10,2,1,0,0,6,42
"4808","TBM2007080502","2007","08","Summer",4,10,10,4,2,10,4,0,0,3,5,48
"4809","TBM2007080604","2007","08","Summer",4,10,10,0,2,3,1,0,0,0,1,27
"4810","TBM2007080906","2007","08","Summer",4,10,10,1,0,3,1,0,0,3,4,32
"4811","TBM2007080907","2007","08","Summer",4,10,10,2,0,3,1,0,0,0,5,31
"4812","TBM2007090505","2007","09","Summer",4,10,10,2,0,7,2,0,0,0,7,38
"4813","TBM2007090508","2007","09","Summer",4,10,10,3,0,7,3,0,0,3,8,44
"4814","TBM2007090907","2007","09","Summer",4,10,10,1,0,3,1,0,0,0,4,29
"4815","TBM2007091203","2007","09","Summer",4,10,10,10,10,10,10,2,10,10,4,86
"4816","TBM2007091205","2007","09","Summer",4,10,10,5,0,7,4,1,0,0,9,46
"4817","TBM2008060203","2008","06","Summer",4,10,10,8,10,10,8,2,3,3,4,68
"4818","TBM2008060204","2008","06","Summer",4,10,10,8,10,10,8,2,0,0,4,62
"4819","TBM2008060205","2008","06","Summer",4,10,10,4,10,10,8,0,0,3,6,61
"4820","TBM2008060905","2008","06","Summer",4,10,10,6,6,10,8,4,2,8,8,72
"4821","TBM2008061003","2008","06","Summer",4,10,10,0,0,0,0,0,0,0,0,20
"4822","TBM2008070806","2008","07","Summer",4,10,10,7,2,10,8,0,0,3,7,57
"4823","TBM2008071001","2008","07","Summer",4,10,10,4,2,10,6,0,0,5,8,55
"4824","TBM2008071002","2008","07","Summer",4,10,10,5,10,10,5,0,0,3,1,54
"4825","TBM2008071003","2008","07","Summer",4,10,10,5,10,10,5,1,0,0,1,52
"4826","TBM2008071204","2008","07","Summer",4,10,10,4,3,10,4,1,0,3,2,47
"4827","TBM2008080107","2008","08","Summer",4,10,10,5,1,10,4,2,1,5,8,56
"4828","TBM2008080602","2008","08","Summer",4,10,10,7,8,10,8,3,9,5,7,77
"4829","TBM2008080603","2008","08","Summer",4,10,10,9,10,10,9,3,4,5,2,72
"4830","TBM2008080604","2008","08","Summer",4,10,10,2,2,10,3,0,1,5,5,48
"4831","TBM2008081103","2008","08","Summer",4,10,10,6,2,10,5,1,0,0,10,54
"4832","TBM2008090603","2008","09","Summer",4,0,0,0,0,0,0,0,0,0,0,0
"4833","TBM2008090701","2008","09","Summer",4,10,10,2,0,7,4,0,0,3,7,43
"4834","TBM2008090703","2008","09","Summer",4,10,10,6,1,7,5,3,10,10,8,70
"4835","TBM2008091005","2008","09","Summer",4,10,10,2,0,7,2,1,0,3,3,38
"4836","TBM2009060302","2009","06","Summer",4,10,10,1,0,3,1,0,0,3,4,32
"4837","TBM2009060402","2009","06","Summer",4,10,10,4,10,10,4,0,0,0,4,52
"4838","TBM2009070104","2009","07","Summer",4,10,10,4,1,0,3,0,0,0,4,32
"4839","TBM2009071001","2009","07","Summer",4,10,10,8,7,10,9,9,5,8,10,86
"4840","TBM2009071003","2009","07","Summer",4,10,10,3,4,7,3,2,0,0,3,42
"4841","TBM2009071108","2009","07","Summer",4,10,10,2,0,3,1,10,0,0,1,37
"4842","TBM2009071206","2009","07","Summer",4,10,10,3,2,10,5,2,1,3,5,51
"4843","TBM2009080502","2009","08","Summer",4,10,10,2,0,3,2,1,0,0,5,33
"4844","TBM2009080601","2009","08","Summer",4,10,10,2,0,7,1,1,0,3,4,38
"4845","TBM2009080605","2009","08","Summer",4,10,10,5,0,7,5,6,1,5,5,54
"4846","TBM2009081104","2009","08","Summer",4,10,10,8,1,7,6,6,1,5,8,62
"4847","TBM2009081106","2009","08","Summer",4,10,10,3,6,10,5,0,0,3,5,52
"4848","TBM2009081505","2009","08","Summer",4,10,10,5,10,10,7,5,1,5,3,66
"4849","TBM2009090202","2009","09","Summer",4,10,10,1,0,3,1,0,0,0,3,28
"4850","TBM2009090802","2009","09","Summer",4,10,10,6,2,10,6,7,3,8,8,70
"4851","TBM2009091204","2009","09","Summer",4,10,10,3,2,7,4,0,0,0,5,41
"4852","TBM2009091206","2009","09","Summer",4,10,10,0,0,0,1,0,0,0,4,25
"4853","TBM2009091208","2009","09","Summer",4,10,10,5,0,10,5,0,0,3,7,50
"4854","TBM2010060701","2010","06","Summer",4,10,10,6,0,3,5,2,1,8,8,53
"4855","TBM2010060702","2010","06","Summer",4,10,10,5,1,3,4,10,0,3,5,51
"4856","TBM2010061004","2010","06","Summer",4,0,0,0,0,0,0,0,0,0,0,0
"4857","TBM2010061306","2010","06","Summer",4,10,10,5,0,7,5,10,8,5,4,64
"4858","TBM2010061307","2010","06","Summer",4,10,10,2,0,7,2,0,1,3,6,41
"4859","TBM2010070402","2010","07","Summer",4,10,10,6,7,10,6,1,1,5,2,58
"4860","TBM2010070403","2010","07","Summer",4,10,10,7,3,10,7,10,4,5,8,74
"4861","TBM2010070501","2010","07","Summer",4,10,10,5,6,10,6,2,0,0,6,55
"4862","TBM2010070905","2010","07","Summer",4,10,10,2,0,7,1,0,0,0,6,36
"4863","TBM2010080206","2010","08","Summer",4,10,10,4,0,7,4,1,1,3,8,48
"4864","TBM2010080502","2010","08","Summer",4,10,10,0,0,0,0,0,0,0,0,20
"4865","TBM2010080602","2010","08","Summer",4,10,10,5,5,10,5,0,0,3,1,49
"4866","TBM2010080603","2010","08","Summer",4,10,10,5,6,10,5,3,0,3,4,56
"4867","TBM2010080607","2010","08","Summer",4,10,10,7,2,3,5,0,2,5,8,52
"4868","TBM2010090302","2010","09","Summer",4,10,10,2,10,10,3,0,0,0,0,45
"4869","TBM2010090303","2010","09","Summer",4,10,10,6,1,10,6,0,1,8,9,61
"4870","TBM2010090304","2010","09","Summer",4,10,10,3,0,3,2,2,0,0,4,34
"4871","TBM2010090306","2010","09","Summer",4,10,10,2,1,10,3,7,0,3,5,51
"4872","TBM2010090803","2010","09","Summer",4,10,10,2,0,7,2,0,0,3,6,40
"4873","TBM2010090804","2010","09","Summer",4,10,10,8,0,10,6,1,0,3,10,58
"4874","TBM2010091003","2010","09","Summer",4,10,10,1,0,3,1,0,0,0,3,28
"4875","TBM2011060103","2011","06","Summer",4,10,10,8,2,7,6,9,4,8,6,70
"4876","TBM2011060304","2011","06","Summer",4,10,10,3,1,7,4,9,0,0,6,50
"4877","TBM2011060803","2011","06","Summer",4,10,10,2,0,10,2,0,4,8,6,52
"4878","TBM2011061004","2011","06","Summer",4,10,10,4,3,10,5,2,0,0,7,51
"4879","TBM2011071002","2011","07","Summer",4,10,10,10,4,10,10,10,5,10,10,89
"4880","TBM2011071003","2011","07","Summer",4,10,10,1,0,3,1,0,0,0,3,28
"4881","TBM2011071004","2011","07","Summer",4,10,10,2,0,3,1,0,0,0,6,32
"4882","TBM2011071204","2011","07","Summer",4,10,10,1,1,10,2,0,0,3,6,43
"4883","TBM2011071205","2011","07","Summer",4,10,10,8,1,7,7,1,3,8,10,65
"4884","TBM2011080504","2011","08","Summer",4,10,10,8,2,10,8,1,1,10,8,68
